Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10803313,2020-02-04 22:21:11,2019-12-30 08:30:07,236255,49792751,0,210,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803313/SRR10803313.lite.1,SRX7477185,mid33,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920815,SAMN13698587,simple,1447863,clinical metagenome,mid33,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,F0EC836EDFD1EB86F579F6169BE2882D,6D3ABC4853619DB888E3AD1B550F47F6
SRR10803322,2020-02-04 22:21:11,2019-12-30 08:30:41,557354,127285424,0,228,88,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803322/SRR10803322.lite.1,SRX7477176,mid25,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920806,SAMN13698579,simple,1447863,clinical metagenome,mid25,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,8A14D794C896A4EC9689D2D682CCD00D,4D55DB82822D91C713256FDFF9E63F35
SRR10803321,2020-02-04 22:21:11,2019-12-30 08:30:38,504864,113051481,0,223,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803321/SRR10803321.lite.1,SRX7477177,mid26,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920807,SAMN13698580,simple,1447863,clinical metagenome,mid26,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,AC6E5E65946710E2BB4EA9D37337D219,AC2D8B49A1AA6F8456CC49A07B9B4054
SRR10803320,2020-02-04 22:21:11,2019-12-30 08:30:24,241934,56644808,0,234,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803320/SRR10803320.lite.1,SRX7477178,mid27,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920808,SAMN13698581,simple,1447863,clinical metagenome,mid27,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,6B05ECF8F36398E4AAF813B703BF446C,8368EA9456D98EAA9D621E27A6128A59
SRR10803319,2020-02-04 22:21:11,2019-12-30 08:30:30,431818,96944557,0,224,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803319/SRR10803319.lite.1,SRX7477179,mid28,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920809,SAMN13698582,simple,1447863,clinical metagenome,mid28,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,EFADE2E08BB25C2C151406F7EC528FD8,3453744AD40D7A5921ABF57494ECD363
SRR10803318,2020-02-04 22:21:11,2019-12-30 08:30:22,430019,94524279,0,219,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803318/SRR10803318.lite.1,SRX7477180,mid29,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920810,SAMN13698583,simple,1447863,clinical metagenome,mid29,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,3874E4A67AE1EFCBA1B37EE3A70DF40A,6F48967E10B9DB55624930C1A5CA37A2
SRR10803326,2020-02-04 22:21:11,2019-12-30 08:30:42,210384,42089574,0,200,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803326/SRR10803326.lite.1,SRX7477172,mid21,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920802,SAMN13698575,simple,1447863,clinical metagenome,mid21,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,D597D8D167544EAD5B06BFF421A3D2E7,42577C9E23168C6B5C4764A61FC4FECE
SRR10803325,2020-02-04 22:21:11,2019-12-30 08:30:52,442558,105365747,0,238,74,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803325/SRR10803325.lite.1,SRX7477173,mid22,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920803,SAMN13698576,simple,1447863,clinical metagenome,mid22,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,50ACFB0FF33475DC854BE16416451015,EC93E070C514E1EC8B2B337D08823786
SRR10803324,2020-02-04 22:21:11,2019-12-30 08:30:48,484771,109852462,0,226,83,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803324/SRR10803324.lite.1,SRX7477174,mid23,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920804,SAMN13698577,simple,1447863,clinical metagenome,mid23,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,4ACC6EF4C7EBF3CD5631F7EF08490455,4DDAB41E6A9B5563F0B4CC15BCF727B2
SRR10803323,2020-02-04 22:21:11,2019-12-30 08:30:47,310249,71644470,0,230,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803323/SRR10803323.lite.1,SRX7477175,mid24,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920805,SAMN13698578,simple,1447863,clinical metagenome,mid24,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,BCCB933CF2A6A78AB2EACE47A774F3A7,9B212C5FFBEF35370F851CCB083975EB
SRR10803327,2020-02-04 22:21:11,2019-12-30 08:30:44,331164,63934470,0,193,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803327/SRR10803327.lite.1,SRX7477171,mid3,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920801,SAMN13698557,simple,1447863,clinical metagenome,mid3,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,D65D8A205CA2F96E492AF72A2E8652AE,73E1E673CE4DFF4D66B7062F06CA6CED
SRR10803332,2020-02-04 22:21:11,2019-12-30 08:31:12,624286,137563087,0,220,100,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803332/SRR10803332.lite.1,SRX7477166,mid96,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920796,SAMN13698650,simple,1447863,clinical metagenome,mid96,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,46462E329D3796C08AEAE5E6CDB1A7C9,3F7698BB707D2AB9EA07660321323193
SRR10803331,2020-02-04 22:21:11,2019-12-30 08:30:55,220092,44599545,0,202,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803331/SRR10803331.lite.1,SRX7477167,mid97,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920797,SAMN13698651,simple,1447863,clinical metagenome,mid97,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,EAAE112053F6907128BEAF374C34452E,09671C01A26826591622EF610D8F6DDD
SRR10803330,2020-02-04 22:21:11,2019-12-30 08:30:57,353886,65228045,0,184,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803330/SRR10803330.lite.1,SRX7477168,mid98,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920798,SAMN13698652,simple,1447863,clinical metagenome,mid98,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,EECF0F06F5170812A9C203BD77E71D2A,3A13E9E8960CD02F23E24A76B3AA58F4
SRR10803329,2020-02-04 22:21:11,2019-12-30 08:30:53,196508,41014663,0,208,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803329/SRR10803329.lite.1,SRX7477169,mid99,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920799,SAMN13698653,simple,1447863,clinical metagenome,mid99,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,14F7245703746986626609F2121FE234,81BEB84FE145126091298951D436B21C
SRR10803328,2020-02-04 22:21:11,2019-12-30 08:30:50,368187,84927094,0,230,60,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803328/SRR10803328.lite.1,SRX7477170,mid100,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920800,SAMN13698654,simple,1447863,clinical metagenome,mid100,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,986CC875E504882CF08CD09C539B67DA,6A5F386A39C90614D13FCE7C568714D9
SRR10803337,2020-02-04 22:21:11,2019-12-30 08:31:14,279998,59880453,0,213,43,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803337/SRR10803337.lite.1,SRX7477161,mid62,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920791,SAMN13698616,simple,1447863,clinical metagenome,mid62,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,CA7F2AE6E3C94CE6E171DBF890BC98ED,E783B93206E1478EFEB3789DD7297055
SRR10803336,2020-02-04 22:21:11,2019-12-30 08:31:17,426293,95458724,0,223,71,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803336/SRR10803336.lite.1,SRX7477162,mid63,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920792,SAMN13698617,simple,1447863,clinical metagenome,mid63,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,AAE9F23BCDEC1F4ADDB65E1DC107008D,D93421FD38590807BC28335DF113B773
SRR10803335,2020-02-04 22:21:11,2019-12-30 08:31:08,482041,105599105,0,219,76,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803335/SRR10803335.lite.1,SRX7477163,mid93,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920793,SAMN13698647,simple,1447863,clinical metagenome,mid93,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,5D9439C75B3361A395500B91DFD64945,F7D34F661D1F553BAD1CEA3B815DFA9A
SRR10803334,2020-02-04 22:21:11,2019-12-30 08:31:13,516616,112965541,0,218,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803334/SRR10803334.lite.1,SRX7477164,mid94,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920794,SAMN13698648,simple,1447863,clinical metagenome,mid94,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,4AC5FDCDADBF75672DB3CC8853EE5C71,C8B1AAEC648010A819288F3343A93F1C
SRR10803333,2020-02-04 22:21:11,2019-12-30 08:31:09,392603,89645784,0,228,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803333/SRR10803333.lite.1,SRX7477165,mid95,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920795,SAMN13698649,simple,1447863,clinical metagenome,mid95,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,E78A187E38C7A47AE0EF0FA970C1DE2E,F0DBAE2100680F264B728CA9294330A7
SRR10803342,2020-02-04 22:21:11,2019-12-30 08:31:28,366278,80724097,0,220,58,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803342/SRR10803342.lite.1,SRX7477156,mid58,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920786,SAMN13698612,simple,1447863,clinical metagenome,mid58,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,B5F9264196189F542AEBBA87AC7CABEB,D3BF9CBC8B2E8E424642EDBAEF3ABE81
SRR10803341,2020-02-04 22:21:11,2019-12-30 08:31:26,445473,96639247,0,216,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803341/SRR10803341.lite.1,SRX7477157,mid59,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920787,SAMN13698613,simple,1447863,clinical metagenome,mid59,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,59AAF6735A485AF2DA195966486C74FE,05F731C8BF8F0E8F307694EF27304C2E
SRR10803340,2020-02-04 22:21:11,2019-12-30 08:31:29,484187,103722564,0,214,73,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803340/SRR10803340.lite.1,SRX7477158,mid60,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920788,SAMN13698614,simple,1447863,clinical metagenome,mid60,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,5FFF6D0D9ED85F4D7639FE6DE389980B,CA410F14800BD77CED927062126F699E
SRR10803338,2020-02-04 22:21:11,2019-12-30 08:31:18,794950,161509803,0,203,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803338/SRR10803338.lite.1,SRX7477160,mid61,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920790,SAMN13698615,simple,1447863,clinical metagenome,mid61,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,E25E10C1750957761FD07B80E735EF12,325E3342F25559A27BACAE2AB83B431F
SRR10803339,2020-02-04 22:21:11,2019-12-30 08:31:30,659412,155491526,0,235,108,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803339/SRR10803339.lite.1,SRX7477159,mid7,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920789,SAMN13698561,simple,1447863,clinical metagenome,mid7,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,12E5B7013E2657D552AA8A2620F9360D,553EC6B0B4DCC19B6808B745543ACEC6
SRR10803347,2020-02-04 22:21:11,2019-12-30 08:31:24,736,136148,0,184,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR010/10803/SRR10803347/SRR10803347.lite.1,SRX7477151,mid53,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920781,SAMN13698607,simple,1447863,clinical metagenome,mid53,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,42AA92C0D092BFC0655D5771F4B70F16,CE2CD9DB35C6EEE1135AA209BE857C7B
SRR10803346,2020-02-04 22:21:11,2019-12-30 08:31:40,331467,74322893,0,224,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803346/SRR10803346.lite.1,SRX7477152,mid54,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920782,SAMN13698608,simple,1447863,clinical metagenome,mid54,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,52DE6F518C0B38B7A11235E55E8C8E84,25AE43BE6B269358AA3247AE8588932D
SRR10803345,2020-02-04 22:21:11,2019-12-30 08:31:45,557021,126817601,0,227,90,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803345/SRR10803345.lite.1,SRX7477153,mid55,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920783,SAMN13698609,simple,1447863,clinical metagenome,mid55,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,081F505B1673F6E718E246EBDC384306,EDEA680606D5B7B4DE2BE93A735CDE8A
SRR10803344,2020-02-04 22:21:10,2019-12-30 08:31:45,684192,152701400,0,223,108,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803344/SRR10803344.lite.1,SRX7477154,mid56,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920784,SAMN13698610,simple,1447863,clinical metagenome,mid56,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,AA5078696150A17BEA2FD68252E505B2,39325F9FCA54379D516714A0526E0D63
SRR10803343,2020-02-04 22:21:11,2019-12-30 08:31:32,438389,94693663,0,216,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803343/SRR10803343.lite.1,SRX7477155,mid57,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920785,SAMN13698611,simple,1447863,clinical metagenome,mid57,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,3CC616698D9250F57B1987F03CED968B,AC49F5480D057F326248EE3BC17549E9
SRR10803352,2020-02-04 22:21:11,2019-12-30 08:32:03,516735,95875941,0,185,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803352/SRR10803352.lite.1,SRX7477146,mid20,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920776,SAMN13698574,simple,1447863,clinical metagenome,mid20,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,2012DF7D520912F2D46C6B4ED2C99DB4,AF3D305DED423D85C716C596C251C97B
SRR10803351,2020-02-04 22:21:11,2019-12-30 08:31:53,307679,65117238,0,211,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803351/SRR10803351.lite.1,SRX7477147,mid50,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920777,SAMN13698604,simple,1447863,clinical metagenome,mid50,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,D3F6A200E35BBB4CDEC3F23C168FC484,2ABBC5A82D383C67989C958465CE2D65
SRR10803349,2020-02-04 22:21:11,2019-12-30 08:31:44,578032,122303840,0,211,89,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803349/SRR10803349.lite.1,SRX7477149,mid51,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920779,SAMN13698605,simple,1447863,clinical metagenome,mid51,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,3621D1D2B84FAA1BF8263BC186F55151,4F4290B50DB9F87AF35B89CB00997B84
SRR10803348,2020-02-04 22:21:11,2019-12-30 08:31:46,484044,105495801,0,217,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803348/SRR10803348.lite.1,SRX7477150,mid52,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920780,SAMN13698606,simple,1447863,clinical metagenome,mid52,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,720C179E401002D9F6BB69CEDFC5555A,A3ED8A65A9D2E2D812BAF809561CA9C2
SRR10803350,2020-02-04 22:21:11,2019-12-30 08:32:02,723689,173200433,0,239,117,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803350/SRR10803350.lite.1,SRX7477148,mid6,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920778,SAMN13698560,simple,1447863,clinical metagenome,mid6,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,F77F90B51E0E71F81A67BEA04E260B12,1C1B3E24F6B99A4C0E9A2D031AD404FC
SRR10803357,2020-02-04 22:21:10,2019-12-30 08:32:11,581872,140131317,0,240,94,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803357/SRR10803357.lite.1,SRX7477141,mid15,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920771,SAMN13698569,simple,1447863,clinical metagenome,mid15,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,8118E5CEAE7263C7D02D965D697E7A4B,55ECC96FB8795C70275793097F1B2B98
SRR10803356,2020-02-04 22:21:10,2019-12-30 08:32:07,329804,76111600,0,230,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803356/SRR10803356.lite.1,SRX7477142,mid16,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920772,SAMN13698570,simple,1447863,clinical metagenome,mid16,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,0B76C2D41BB0A0FBBFF6FA4D5F24F9B7,A13D3A385B1AE19E36120EE99939D8FC
SRR10803355,2020-02-04 22:21:10,2019-12-30 08:31:56,407625,89602190,0,219,65,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803355/SRR10803355.lite.1,SRX7477143,mid17,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920773,SAMN13698571,simple,1447863,clinical metagenome,mid17,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,283C693C1B0DC15FD94E5D027D5F6161,F017BA7D3B4E0DC7B1E51CA8CC99FAD4
